Price,Close
Ticker,AAPL
Date,
2015-01-02,24.288583755493164
2015-01-05,23.604331970214844
2015-01-06,23.606552124023438
2015-01-07,23.93756675720215
2015-01-08,24.857303619384766
2015-01-09,24.88396453857422
2015-01-12,24.270803451538086
2015-01-13,24.486303329467773
2015-01-14,24.392993927001953
2015-01-15,23.730968475341797
2015-01-16,23.54656410217285
2015-01-20,24.15306854248047
2015-01-21,24.337461471557617
2015-01-22,24.97060203552246
2015-01-23,25.09946060180664
2015-01-26,25.126115798950195
2015-01-27,24.246366500854492
2015-01-28,25.61708641052246
2015-01-29,26.41463851928711
2015-01-30,26.0280818939209
2015-02-02,26.35465431213379
2015-02-03,26.359094619750977
2015-02-04,26.561262130737305
2015-02-05,26.75084114074707
2015-02-06,26.525577545166016
2015-02-09,26.7017765045166
2015-02-10,27.21475601196289
2015-02-11,27.852632522583008
2015-02-12,28.205032348632812
2015-02-13,28.343311309814453
2015-02-17,28.51058578491211
2015-02-18,28.70909881591797
2015-02-19,28.64887809753418
2015-02-20,28.88306427001953
2015-02-23,29.663677215576172
2015-02-24,29.47855567932129
2015-02-25,28.724706649780273
2015-02-26,29.08824348449707
2015-02-27,28.65110969543457
2015-03-02,28.79161834716797
2015-03-03,28.85183334350586
2015-03-04,28.6689453125
2015-03-05,28.19388198852539
2015-03-06,28.236257553100586
2015-03-09,28.356698989868164
2015-03-10,27.77011489868164
2015-03-11,27.26382064819336
2015-03-12,27.756731033325195
2015-03-13,27.564922332763672
2015-03-16,27.868240356445312
2015-03-17,28.334388732910156
2015-03-18,28.65333366394043
2015-03-19,28.436988830566406
2015-03-20,28.08012580871582
2015-03-23,28.372314453125
2015-03-24,28.25632667541504
2015-03-25,27.518081665039062
2015-03-26,27.70989227294922
2015-03-27,27.489089965820312
2015-03-30,28.18496322631836
2015-03-31,27.752260208129883
2015-04-01,27.712121963500977
2015-04-02,27.95077133178711
2015-04-06,28.403535842895508
2015-04-07,28.10466194152832
2015-04-08,28.01322364807129
2015-04-09,28.227331161499023
2015-04-10,28.3477783203125
2015-04-13,28.292016983032227
2015-04-14,28.169343948364258
2015-04-15,28.276403427124023
2015-04-16,28.140352249145508
2015-04-17,27.823644638061523
2015-04-20,28.459291458129883
2015-04-21,28.30539894104004
2015-04-22,28.686784744262695
2015-04-23,28.920976638793945
2015-04-24,29.057022094726562
2015-04-27,29.585615158081055
2015-04-28,29.119478225708008
2015-04-29,28.691255569458008
2015-04-30,27.912853240966797
2015-05-01,28.760393142700195
2015-05-04,28.704631805419922
2015-05-05,28.057832717895508
2015-05-06,27.88163185119629
2015-05-07,28.0540828704834
2015-05-08,28.582651138305664
2015-05-11,28.291492462158203
2015-05-12,28.190710067749023
2015-05-13,28.22205352783203
2015-05-14,28.880521774291992
2015-05-15,28.8402156829834
2015-05-18,29.158239364624023
2015-05-19,29.131364822387695
2015-05-20,29.12912368774414
2015-05-21,29.4270076751709
2015-05-22,29.684566497802734
2015-05-26,29.030576705932617
2015-05-27,29.572580337524414
2015-05-28,29.514362335205078
2015-05-29,29.178396224975586
2015-06-01,29.236629486083984
2015-06-02,29.106727600097656
2015-06-03,29.142568588256836
2015-06-04,28.972354888916016
2015-06-05,28.813329696655273
2015-06-08,28.622961044311523
2015-06-09,28.53785514831543
2015-06-10,28.86485481262207
2015-06-11,28.799898147583008
2015-06-12,28.48185920715332
2015-06-15,28.425874710083008
2015-06-16,28.578163146972656
2015-06-17,28.510976791381836
2015-06-18,28.6408748626709
2015-06-19,28.35420799255371
2015-06-22,28.580411911010742
2015-06-23,28.450510025024414
2015-06-24,28.69239044189453
2015-06-25,28.55577278137207
2015-06-26,28.387794494628906
2015-06-29,27.89059066772461
2015-06-30,28.092161178588867
2015-07-01,28.35420799255371
2015-07-02,28.31836700439453
2015-07-06,28.21982192993164
2015-07-07,28.15039825439453
2015-07-08,27.451614379882812
2015-07-09,26.891698837280273
2015-07-10,27.61063003540039
2015-07-13,28.143672943115234
2015-07-14,28.13247299194336
2015-07-15,28.403470993041992
2015-07-16,28.78197479248047
2015-07-17,29.030576705932617
2015-07-20,29.579299926757812
2015-07-21,29.283668518066406
2015-07-22,28.04513168334961
2015-07-23,28.031688690185547
2015-07-24,27.883874893188477
2015-07-27,27.496408462524414
2015-07-28,27.63302993774414
2015-07-29,27.545684814453125
2015-07-30,27.406824111938477
2015-07-31,27.167173385620117
2015-08-03,26.526626586914062
2015-08-04,25.675559997558594
2015-08-05,25.845773696899414
2015-08-06,25.90201759338379
2015-08-07,25.989757537841797
2015-08-10,26.934682846069336
2015-08-11,25.533052444458008
2015-08-12,25.9267635345459
2015-08-13,25.906513214111328
2015-08-14,26.0887451171875
2015-08-17,26.358726501464844
2015-08-18,26.210241317749023
2015-08-19,25.875024795532227
2015-08-20,25.344064712524414
2015-08-21,23.7939510345459
2015-08-24,23.199995040893555
2015-08-25,23.33949089050293
2015-08-26,24.67812156677246
2015-08-27,25.404804229736328
2015-08-28,25.488046646118164
2015-08-31,25.36881446838379
2015-09-01,24.234909057617188
2015-09-02,25.274314880371094
2015-09-03,24.831104278564453
2015-09-04,24.583633422851562
2015-09-08,25.2675724029541
2015-09-09,24.781612396240234
2015-09-10,25.326065063476562
